"site_num"	"nhdplus_id"	"jud_b"	"jud_f"	"jud_a"	"jud_c"
"01193050"	7701190	0.393774695141528	0.176225304858472	13.3327643771724	1.90347818415391
"01388000"	6250614	0.127696118026785	0.482303881973215	23.9214357561914	0.30018124933756
"01400500"	9514014	0.107986328962445	0.542013671037555	41.3207805617214	0.227686302377022
"01408500"	9453743	0.131902641181135	0.478097358818865	21.8215166885482	0.324824690546047
"01433500"	4150156	0.135200058226605	0.534799941773395	25.9672986089986	0.260485652888297
"01454700"	4188373	0.0595395669346726	0.500460433065327	78.1350703372273	0.209086732571584
"01463500"	2590277	0.330770991857423	0.209229008142577	18.9718027902278	1.01373846239556
"01473500"	4782501	0.0481412326071623	0.521858767392838	95.1791829002102	0.206005576334004
"01474500"	4784837	0.0482219052258386	0.571778094774162	99.0794425000922	0.167732009731862
"01480617"	4650580	0.147386251429793	0.472613748570207	15.3976754179127	0.376308115201565
"01480870"	4650548	0.135562395036467	0.464437604963533	18.9000920928401	0.354663230555952
"01481000"	4655352	0.124339922877918	0.535660077122082	31.9722588514815	0.272405617100393
"01481500"	4655440	0.103644432769813	0.456355567230187	34.8026083086116	0.323099011892515
"01484525"	8407597	0.166810457395467	0.543189542604533	15.9551344319255	0.353838855727921
"01493112"	4765418	0.172727924918253	0.457272075081747	7.15253857540953	0.507869901695358
"01540500"	2604977	0.379167707218337	0.210832292781663	16.359069882703	1.13886525427236
"01542500"	4672391	0.0548867914980026	0.495113208501997	83.8305243407152	0.227155662927951
"01544500"	8134650	0.125959782756317	0.464040217243683	22.9714141744654	0.331831369050158
"01548303"	8143294	0.175064104237161	0.464935895762839	7.36567353315569	0.523003234993279
"01549700"	8145248	0.0742112351193088	0.495788764880691	63.5016208082739	0.258286276026405
"01567000"	4699925	0.00926842444829696	0.540731575551703	160.362078876484	0.189892013804336
"01570500"	4710000	0.368024751978333	0.161975248021667	19.1106973221358	1.80168231504376
"01608500"	8420360	0.0568465702774109	0.513153429722589	85.9017303098386	0.28166751759615
"01611500"	8431736	0.0870804667542795	0.492919533245721	53.9623318269021	0.347598510008159
"01632900"	8441303	0.136930307833946	0.473069692166054	20.954771857785	0.462815525065681
"01645704"	4509096	0.170264732423086	0.449735267576914	7.07161491279667	0.510145916854981
"01645762"	4509040	0.174056781446048	0.435943218553952	5.1150353265449	0.526868016590369
"01646000"	4509202	0.137198595820988	0.442801404179012	16.3977835179825	0.427872931548299
"01646305"	4508904	0.174277424598763	0.435722575401237	5.18737002634855	0.562682455399652
"01646500"	4512770	0.37381511915487	0.20618488084513	18.8479524071742	1.24806090550164
"01649190"	22336379	0.1588827500549	0.4411172499451	9.01607864149941	0.474267368653506
"01649500"	22337975	0.142915195207407	0.477084804792594	17.8763279713786	0.389747581376594
"01650800"	22337723	0.163657431914811	0.436342568085189	7.39897304985746	0.498973572990434
"01656903"	22338645	0.174324534514151	0.445675465485849	5.8929772407206	0.533334426431658
"01673000"	8506380	0.078028137497741	0.561971862502259	68.6569759578323	0.248454761147353
"02035000"	8575903	0.334354145190208	0.215645854809792	20.8038447685534	1.04541057192048
"02101726"	8869974	0.153301974273665	0.446698025726335	11.4557563521685	0.48550910621033
"02110400"	9069012	0.185601157030386	0.534398842969614	10.0154794941284	0.439893276845551
"02110701"	9071598	0.198064665371902	0.551935334628098	7.7276285039708	0.542351921518975
"02110704"	9071758	0.133646370598176	0.506353629401824	29.9270305758577	0.304507537308183
"02135000"	9114416	0.102080838060968	0.457919161939032	43.010833544562	0.362212683662024
"02148315"	9721817	0.0801675255783811	0.519832474421619	60.2643857242442	0.233125337217844
"02156500"	9705136	0.100425825525515	0.449574174474485	42.2032783318095	0.337422272247203
"02160105"	9698941	0.130541098406119	0.449458901593882	24.4555516541339	0.381953853651565
"02160700"	9693670	0.14559041512871	0.47440958487129	19.9428836777109	0.378074636261239
"02168504"	9869590	0.096535731268074	0.413464268731926	41.64279115657	0.433136290506897
"02169000"	9869976	0.10694867002632	0.46305132997368	40.6463684742965	0.361413867573045
"02198920"	20107245	0.182944788795748	0.527055211204252	11.0706281668225	0.578483339100412
"02198950"	20107191	0.0528450996174427	0.527154900382557	89.2937952182946	0.206618959409121
"021989792"	20107205	0.198604282664537	0.551395717335463	8.04507637761814	0.686068705520345
"02203603"	6333704	0.185937929853441	0.504062070146559	5.15007364707998	0.501284643167791
"02203655"	6333720	0.173343161806001	0.486656838193999	7.82682542409828	0.443215128822045
"02203700"	6334126	0.178475996588605	0.491524003411395	6.28217624122331	0.460271462885407
"02203863"	6334112	0.179101055728003	0.490898944271997	5.90394496852587	0.464451501691302
"02203900"	6333752	0.156543958003858	0.463456041996143	12.1797785365978	0.408212632161155
"02203950"	6334110	0.177043069438813	0.492956930561187	7.06977388502882	0.434769589137122
"02234000"	10997905	0.111435465069969	0.458564534930031	38.0953737688257	0.399061933530536
"02234500"	10997487	0.115007831083106	0.504992168916894	40.9089912820744	0.336422124559295
"02236000"	10989245	0.105911882358396	0.494088117641604	45.1354971366119	0.347427971641389
"02236125"	10989141	0.103002949608573	0.496997050391427	47.1563214927796	0.343839486735687
"02244040"	16665219	0.0757308438630548	0.514269156136945	64.9076766187071	0.296269327639238
"02245260"	16663809	0.185679817087727	0.534320182912273	10.6270046895228	0.529338839369986
"02264100"	21477692	0.161361972667974	0.468638027332026	12.2360272938396	0.63527233233681
"02266200"	21477644	0.188306480405416	0.521693519594584	8.9357290425754	0.986633314207073
"02266300"	21478176	0.183302823590435	0.536697176409565	13.2914111753444	0.671494964410784
"02336120"	2047971	0.16390306427376	0.46609693572624	8.92764869023079	0.44079036319806
"02336152"	2048083	0.173734859134316	0.476265140865684	6.07889828739674	0.50014049359909
