site_num	nhd_reach_code	nhdplus_id	lon	lat	usgs_c	usgs_f	usgs_num_points	jud_b	jud_f	jud_a	jud_c
8180700	12100302000040	10835974	-98.690	29.335	0.522	0.38	25	0.15	0.42	30.315	0.958
8181500	12100302000003	10836420	-98.491	29.264	1.392	0.23	24	0.15	0.42	32.857	0.807
8181800	12100301000002	10840572	-98.356	29.222	2.444	0.26	39	0.15	0.41	34.239	0.685
8188060	-9999	-9999	-97.737	28.849	3.044	0.13	14	-9999.00	-9999.00	-9999.000	-9999.000
8211200	12110111000010	3171770	-97.776	27.938	3.720	0.13	5	0.13	0.46	99.100	1.336
8317400	13020201001077	17834678	-106.324	35.618	0.462	0.26	3	0.19	0.34	23.480	0.515
9041400	14010001000421	1231609	-106.414	40.109	1.397	0.18	3	0.21	0.42	12.847	0.467
9258050	-9999	-9999	-107.603	41.478	1.276	0.09	22	-9999.00	-9999.00	-9999.000	-9999.000
9258980	14050004000306	18272390	-107.632	41.068	1.125	0.13	31	0.21	0.44	24.967	0.782
9326500	14060009000181	4877531	-111.217	39.104	1.959	0.13	5	0.21	0.37	5.872	0.291
9327000	-9999	-9999	-9999.000	-9999.000	1.631	0.11	2	-9999.00	-9999.00	-9999.000	-9999.000
9406000	15010008000029	10023916	-113.181	37.204	1.918	0.16	7	0.20	0.35	11.452	0.418
10129900	16020101000021	10093122	-111.476	40.735	1.956	0.16	3	0.20	0.40	5.050	0.462
10133650	16020102000093	10276856	-111.520	40.724	1.791	0.06	11	0.21	0.41	6.428	0.429
10133800	16020102000088	10276836	-111.564	40.760	1.743	0.09	15	0.20	0.40	7.648	0.434
10133980	16020102000076	10276712	-111.585	40.871	1.329	0.14	3	0.20	0.39	9.373	0.439
11044000	18070302000025	22549075	-117.142	33.474	0.983	0.20	7	0.16	0.45	38.909	1.646
11126000	18060010001235	17610183	-119.989	34.589	-9999.000	-9999.00	0	0.30	0.60	3.660	2.339
11273400	18040001110548	2829236	-120.976	37.347	15.228	0.02	5	0.12	0.45	91.814	1.074
11285500	-9999	-9999	-120.295	37.878	1.910	0.18	5	-9999.00	-9999.00	-9999.000	-9999.000
11313433	-9999	-9999	-121.668	38.014	-9999.000	-9999.00	0	-9999.00	-9999.00	-9999.000	-9999.000
11337190	-9999	-9999	-121.689	38.052	-9999.000	-9999.00	0	-9999.00	-9999.00	-9999.000	-9999.000
11447650	18020163016554	15039157	-121.501	38.456	-9999.000	-9999.00	0	0.08	0.45	147.054	0.311
11447830	-9999	-9999	-121.579	38.329	-9999.000	-9999.00	0	-9999.00	-9999.00	-9999.000	-9999.000
11447850	-9999	-9999	-121.587	38.285	-9999.000	-9999.00	0	-9999.00	-9999.00	-9999.000	-9999.000
11447890	-9999	-9999	-121.518	38.258	-9999.000	-9999.00	0	-9999.00	-9999.00	-9999.000	-9999.000
11455315	-9999	-9999	-121.686	38.242	-9999.000	-9999.00	0	-9999.00	-9999.00	-9999.000	-9999.000
11455350	-9999	-9999	-121.669	38.213	-9999.000	-9999.00	0	-9999.00	-9999.00	-9999.000	-9999.000
11462500	18010110000156	8269119	-123.131	39.027	0.074	0.74	8	0.16	0.43	18.289	0.333
11463000	18010110000142	8271445	-123.054	38.879	0.536	0.35	7	0.15	0.43	20.856	0.336
11463682	18010110000093	8272211	-122.829	38.658	1.034	0.17	3	0.15	0.44	23.480	0.328
11463980	18010110000061	8272297	-122.856	38.633	2.145	0.07	2	0.15	0.43	25.283	0.341
11465240	-9999	-9999	-122.927	38.653	2.368	0.07	8	-9999.00	-9999.00	-9999.000	-9999.000
11467000	18010110001364	8272683	-122.928	38.509	0.270	0.52	2	0.17	0.50	28.560	0.245
12100490	17110014000441	23981235	-122.208	47.275	32.637	0.01	14	0.15	0.42	21.643	0.399
12101100	17110014000989	-9999	-122.228	47.238	2.184	0.07	3	-9999.00	-9999.00	-9999.000	-9999.000
13013650	17040101000076	23123131	-110.715	43.654	1.734	0.17	2	0.19	0.36	18.385	0.308
13173600	-9999	-9999	-117.072	43.731	-9999.000	-9999.00	0	-9999.00	-9999.00	-9999.000	-9999.000
13206400	-9999	-9999	-116.356	43.692	-9999.000	-9999.00	0	-9999.00	-9999.00	-9999.000	-9999.000
13207500	17050114000022	23402329	-116.304	43.732	-9999.000	-9999.00	0	0.21	0.38	5.799	0.396
13213000	17050114000073	23398297	-116.973	43.782	1.655	0.18	3	0.20	0.34	14.908	0.362
13213100	17050115000106	23409945	-116.983	43.876	0.148	0.45	3	0.13	0.34	50.011	0.589
14181500	17090005000070	23780511	-122.298	44.753	0.213	0.42	14	0.15	0.41	17.483	0.233
14182500	17090005000193	23780807	-122.579	44.792	0.740	0.25	33	0.17	0.43	9.841	0.228
14202650	-9999	-9999	-123.125	45.441	-9999.000	-9999.00	0	-9999.00	-9999.00	-9999.000	-9999.000
14206950	17090010000224	23805270	-122.755	45.403	0.888	0.26	27	0.19	0.46	7.936	0.399
14210000	17090011000079	23809080	-122.354	45.300	1.789	0.19	13	0.14	0.41	21.514	0.257
14211010	17090011000040	23809000	-122.577	45.379	4.552	0.13	4	0.14	0.42	24.469	0.248
14211720	17090012000085	23815040	-122.669	45.518	-9999.000	-9999.00	0	0.11	0.47	81.145	0.176
14301500	17100203000155	23875925	-123.725	45.476	0.837	0.27	5	0.17	0.44	10.659	0.189
14302480	17100203000117	23875839	-123.710	45.446	1.304	0.21	14	0.17	0.44	10.089	0.183
15298040	-9999	-9999	-154.704	60.204	3.481	0.13	2	-9999.00	-9999.00	-9999.000	-9999.000
